test_cas,species,score_scaled
70,256,84.17032462266583
70,263,86.36035675297055
70,267,90.02476937766123
70,268,93.77011844953228
70,276,86.08443525232528
70,278,85.24380469482107
70,284,85.07770701241219
70,292,89.1777550679474
70,294,94.37638685612788
70,311,90.96079253529166
70,316,79.26927554551983
70,317,78.40083375256498
70,319,78.36461695973725
70,331,81.99454129497299
70,335,79.99909483353053
70,337,87.86019162560818
70,341,91.82331169862515
70,342,79.74731500722876
70,346,92.8065504460324
70,348,69.6200201451718
70,367,119.96803584881312
70,370,72.67069113292345
70,374,72.47250629582561
70,377,80.81348316053264
70,379,82.4637215482706
70,381,83.60230284526858
70,393,88.01868610936312
70,395,86.23485120792552
70,404,82.44756747350404
70,408,79.16731584100965
71,220,108.33494239555547
71,267,106.63834406100814
72,220,41.1266599516094
73,7,27.34040110058247
73,316,26.318340279657164
74,0,56.35220328442421
74,3,53.93445598024091
74,220,62.43260506035575
74,260,53.34672606645102
74,316,61.677327527122856
75,268,54.86186033560529
75,346,40.00468824037857
76,31,74.70797522729664
76,220,82.52871135428138
76,267,78.81203211334076
76,316,73.4792345357387
77,316,60.33873239058535
78,3,56.27359803683102
79,316,72.47250629582561
80,316,81.33090527599582
81,316,82.0705971326924
82,316,52.679890494423
83,331,70.16144849397595
84,7,20.76744548306877
84,220,24.9732864565636
84,267,22.858638626442357
84,316,20.742364898680535
84,330,27.154218136972275
85,3,41.842711025029736
85,176,34.11386759140953
85,220,41.842711025029736
85,316,27.9968612685753
86,3,26.165159499313262
86,7,27.34040110058247
86,69,26.72826766949565
86,220,28.994683809483696
86,267,29.580753820149482
86,316,29.849643739529974
86,331,32.08999645909699
87,220,71.89138250383962
87,267,72.35622106202142
87,316,60.20078490274402
87,319,62.43260506035575
87,330,59.06770130910013
87,331,52.679890494423
87,342,64.94184769930325
88,316,19.401539191296706
89,3,90.54066195806679
89,31,88.82951326368998
89,220,93.0208339090791
89,267,93.1304739952365
89,316,90.66927790716232
89,319,88.78965425355426
89,404,86.64754342250768
90,316,68.8787987534176
91,220,30.420369773445074
91,267,28.153045404982635
91,316,27.63425294965154
92,204,44.209825669048605
93,316,119.9847661693489
94,136,117.96089503703637
94,220,117.91082296466215
94,316,112.36848668064965
94,319,105.48245624490164
95,316,57.74639709508734
96,7,34.817964377382964
96,316,33.54303279060999
97,7,38.35022963867498
97,220,60.408733928043205
97,316,39.65739193528633
98,7,49.48416083206284
98,44,56.27359803683102
98,220,47.24042504127423
98,267,50.65601936211046
98,316,48.55779463747208
98,330,48.676255562176486
99,3,50.90665999377453
99,31,67.91189221640938
99,192,61.63532682643236
99,220,54.10466822991
99,267,80.31958942817987
99,316,70.27492025184993
99,319,50.22951929919043
99,331,68.29407736663589
100,220,63.43933330026883
100,316,64.68527998382069
100,330,64.61457490153805
100,404,62.81818629143427
101,316,69.83161794433028
102,204,49.08618295201498
103,0,138.55078907236236
103,3,142.97311163311167
103,4,146.14031911259968
103,31,141.7641284972833
103,47,157.6021834820108
103,72,149.41930532617351
103,80,149.8733400483906
103,87,153.01301286858154
103,116,139.83343881292072
103,136,154.74969733135697
103,138,142.54661157019166
103,141,146.67761038603044
103,143,120.32800968105522
103,175,144.99698276542424
103,198,144.59812555327477
103,205,144.6537392537179
103,207,85.56307851904717
103,214,126.77420337411709
103,220,144.99698276542424
103,225,133.4437522226106
103,227,149.8733400483906
103,244,143.06160457940877
103,246,162.47854076497717
103,253,148.49365295599307
103,260,129.28344601306458
103,267,143.42714635532874
103,280,150.35871155502556
103,291,126.64351670955242
103,292,128.1275581969581
103,316,144.82326785376108
103,317,116.80500722092987
103,319,147.34068608511006
103,331,140.12062548245785
103,336,144.99698276542424
103,342,149.64266048160522
103,395,145.86970511614408
103,404,148.59069030783223
103,415,129.8387068913349
104,0,110.77599293544752
104,3,119.46819684453709
104,31,115.10840888638253
104,44,115.55797829809123
104,47,123.35860905328086
104,72,117.71402421691363
104,80,117.02148880818433
104,87,123.14540799603208
104,88,108.08366223873576
104,90,106.28314626185491
104,136,117.4755235304014
104,138,101.51511595791904
104,141,123.77665854885475
104,175,116.39105862694089
104,182,119.01610793797887
104,198,111.90736369942515
104,214,124.22112821661435
104,220,114.31711542225413
104,225,106.15297255437316
104,227,117.4755235304014
104,246,116.80500722092987
104,260,110.93614838938959
104,267,121.47134602823068
104,268,121.68136450389623
104,316,126.31467462860655
104,319,113.60589448734811
104,330,89.39528674796742
104,331,104.62075707066747
104,336,123.92171722346325
104,341,121.38906326018274
104,342,122.35188081336777
104,346,133.00391547992447
104,382,105.611544205569
104,393,122.83725232000273
104,395,123.86333434507853
104,404,114.02394398292202
104,407,120.61519635059236
105,220,115.10840888638253
105,267,111.51470134397451
105,316,82.38331957062812
105,319,86.08443525232528
105,342,115.10840888638253
105,346,134.95708152995434
105,407,122.83725232000273
106,220,102.84645168150227
106,267,117.02148880818433
106,341,109.29264537456413
107,220,120.32800968105522
107,267,130.9800443476119
108,44,75.32499244647946
108,204,95.31579308497992
108,220,75.93712587756627
108,331,94.37638685612788
109,44,53.42111188617719
109,220,48.41566664254345
110,72,91.582772149189
110,267,90.80028907628065
111,267,115.10840888638253
111,316,106.99919733527524
112,204,73.954949079334
113,220,39.881935351251165
113,316,44.209825669048605
113,331,40.68682320892324
114,220,64.87516382117109
114,316,67.40339458627399
115,220,54.86186033560529
115,267,59.86730557923904
115,316,53.92045578364092
115,330,53.85086969236901
115,404,52.00937418495147
116,3,58.29746916914356
116,7,63.43933330026883
116,331,84.00329943227962
117,316,61.63532682643236
118,220,69.11729943992984
118,396,75.32499244647946
118,404,75.00972152220189
119,44,53.962540234981354
119,220,57.69837577231801
119,316,58.11740202547346
119,404,53.962540234981354
120,316,66.51168410939873
121,316,85.26785633011016
122,316,53.215693016082305
123,3,57.99154721165012
123,80,61.22856056739059
123,220,55.023593814108864
124,316,49.6422595409326
125,267,57.60330545431516
126,316,31.13960647084012
127,44,74.49637742813816
127,220,61.63532682643236
128,44,97.68290772899877
128,220,96.76111126270753
129,316,59.18495563119979
130,316,62.23832969625084
130,330,56.4356950956065
131,404,51.08383862929782
132,316,61.38845600630963
133,31,51.01687263637756
134,3,23.45848367629172
134,7,32.21675838354884
134,72,28.010917410054006
134,220,55.62086959137392
134,316,52.91839118093524
134,353,28.010917410054006
135,220,78.91869998888747
135,316,78.77364131427899
135,404,59.36458487399709
136,7,28.521459235022817
136,72,37.763631975986755
136,316,39.33346838608223
136,359,35.55918576913715
136,382,35.55918576913715
137,220,108.66221519332068
137,267,124.4955816763953
138,175,31.32870345181675
139,0,108.21446461307549
139,31,103.14586267465337
139,42,90.19256498189081
139,47,142.97311163311167
139,80,104.34338488510733
139,143,105.86803747598016
139,175,113.88181598799338
139,198,112.71740594616907
139,214,128.56739493964426
139,220,120.87647664622416
139,225,104.56440085632138
139,227,117.02148880818433
139,244,112.25592273572869
139,246,133.674431789396
139,250,121.47134602823068
139,267,123.09310220512195
139,316,113.08453775407
139,317,99.16535051250715
139,319,99.94527954782356
139,330,83.37591802202462
139,331,108.5294735860016
139,333,132.06717456516748
139,336,125.2043669640216
139,342,125.2043669640216
139,346,134.15980329603096
139,395,121.34827997802708
139,404,127.62373489842656
139,413,142.5053498890375
140,31,112.36848668064965
140,72,120.32800968105522
140,176,111.51470134397451
140,220,119.34477093364798
140,267,119.6574933715837
140,316,120.32800968105522
140,319,119.04535994049688
141,267,57.55624777738937
142,220,75.0013180613543
142,316,111.66709206350903
142,319,109.21974216807371
142,333,114.1690026575305
142,342,71.73128490407143
142,404,114.62303737974756
142,413,116.00011936325778
143,316,24.487914949928637
144,220,68.93767019713253
144,267,73.34522864654548
144,316,64.1565441005599
144,319,73.4342816896917
145,316,47.00625497753324
146,141,42.92717592849025
146,214,44.95104706080279
146,220,42.583932416783924
146,267,44.5337492182527
146,268,43.16567661500249
146,316,42.81089069468605
146,319,40.09425890441759
146,342,43.10528915006204
146,393,43.79989827921011
146,407,43.28802920275736
147,44,73.75515603638397
147,220,78.63151331935035
148,7,28.010917410054006
148,404,25.445617928937295
149,310,103.14586267465337
150,316,53.795692182301416
151,220,60.408733928043205
152,31,68.42476403120054
152,47,116.39105862694089
152,80,115.62976561966065
152,87,108.33494239555547
152,99,107.15970079428625
152,175,123.35860905328086
152,220,114.09609945104008
152,225,111.02932983733955
152,227,122.35188081336777
152,246,128.79807450642963
152,267,112.82554790171733
152,316,76.60764218703781
152,331,99.43085736066605
152,336,128.79807450642963
152,342,119.34477093364798
153,316,60.408733928043205
154,220,96.1130713189033
154,267,92.8065504460324
154,316,93.39314810872062
154,319,80.68672123608079
154,333,101.51511595791904
154,404,96.35933915659892
154,413,106.4401592239103
155,316,75.81036395311442
156,220,54.86186033560529
156,316,54.249726904518475
156,404,58.041619284024335
157,267,69.16598542295472
158,31,56.27359803683102
158,220,66.42180940485619
158,316,62.339423612405795
158,331,54.249726904518475
159,3,40.07468977783642
159,31,39.228725560888144
159,220,40.903304796177714
159,267,42.20356429929684
159,316,41.49946751332341
159,319,41.54748883609274
160,44,54.249726904518475
160,220,52.679890494423
160,316,58.376074416736756
161,316,43.29729200392401
162,316,35.06285189726145
163,3,32.08999645909699
163,220,48.676255562176486
163,316,35.98311499465611
163,404,50.65601936211046
164,31,55.189133133370504
164,316,41.72560205766453
165,220,93.5477718377866
165,316,93.5477718377866
165,331,90.59182652154806
166,220,60.55086192297184
167,138,63.21474880150055
167,220,66.85492762110506
167,310,64.61457490153805
167,316,61.83925694475579
168,138,73.43876407051854
168,220,66.02631260276377
168,316,66.02631260276377
168,404,62.385860061332615
169,31,57.102213055172314
169,176,58.562976017302454
169,220,60.408733928043205
169,267,58.24554940234776
169,316,59.12608418748485
170,220,59.42549518063595
170,267,64.1147217478465
171,316,71.45536340342616
172,316,50.67362912467124
173,220,71.3880413923651
173,316,71.60923555976882
173,404,75.32499244647946
174,404,52.19076793652895
175,316,55.189133133370504
176,204,59.73182498163045
177,316,81.35849392495913
178,220,91.70201392704584
178,404,88.29104643733314
179,267,92.13603413656087
179,316,94.37638685612788
179,330,87.42141033209806
180,316,90.80028907628065
181,173,72.49991834013072
181,235,80.37946295101762
181,246,77.04294162129855
181,316,82.0705971326924
181,330,78.14195326906042
182,316,89.86088284742861
182,319,93.5477718377866
183,220,109.82528534437438
183,267,113.08453775407
184,316,74.92613523432999
184,330,70.62674838508487
185,204,48.60099905045395
186,220,87.2596768535945
186,267,96.1356197243273
187,220,81.34468607662129
187,267,79.53083341997429
188,72,89.50002957316151
188,316,86.1115454842161
189,316,63.40693832451745
190,220,81.10066983006976
191,31,53.23850545481674
191,220,54.48216546530469
191,316,52.22585577220594
191,331,51.24070557349776
192,316,93.0208339090791
193,176,75.32499244647946
193,220,61.308054028667144
193,267,44.209825669048605
193,319,116.53318662186952
194,3,64.20464751169956
194,220,51.035410450713286
194,267,54.958453566585135
194,319,48.72955200245383
195,220,78.52908125012046
195,267,85.51300644667295
195,319,87.6205301278616
196,220,105.9222929875878
196,267,98.6626298072652
196,404,89.07352951024149
197,220,89.50002957316151
197,267,103.78585791035431
198,44,86.94695441565878
198,220,89.07352951024149
198,267,95.62394876100925
198,316,89.50002957316151
198,319,88.99124674219354
198,393,96.63875867495267
198,404,85.95042936313206
199,316,77.47505703356799
200,319,123.35860905328086
201,3,119.04535994049688
201,31,97.72524544837097
201,67,117.4755235304014
201,72,113.88181598799338
201,77,112.96001952170212
201,82,118.75817327095974
201,90,114.95105467155757
201,99,102.09644191075418
201,115,110.66378806141958
201,136,112.59916624743502
201,141,114.73333230466184
201,187,110.13226132785971
201,198,89.81015430172124
201,214,116.80500722092987
201,220,107.60652373066445
201,244,99.44891923572142
201,255,113.10970807240383
201,260,110.57529511512249
201,267,114.87772931959717
201,268,118.24284920616884
201,279,114.82926692494871
201,316,128.79807450642963
201,319,102.93494462779937
201,336,116.83277596932781
201,341,119.81922685008726
201,342,106.5385537854517
201,395,116.01915887817991
202,316,110.57529511512249
203,72,65.57227788054671
203,220,63.620222255342696
203,267,75.32499244647946
203,316,72.87462125124688
203,404,68.99703845215164
204,316,93.5477718377866
205,136,100.19215036794628
205,220,89.7233847285932
205,267,89.50002957316151
205,316,91.52390070547405
205,319,89.13587937008155
205,330,87.2596768535945
205,404,96.40025798844043
206,220,108.33494239555547
206,267,87.2596768535945
206,316,105.27243776923609
206,404,94.55450007769967
207,3,52.94269205646137
207,31,61.63532682643236
207,72,68.59161208388048
207,95,68.64811918663223
207,115,82.22522086175836
207,136,66.55368481008924
207,187,45.06531325111732
207,198,68.8787987534176
207,214,73.3011213141669
207,220,58.041619284024335
207,238,81.20807796935891
207,244,60.60129293799619
207,248,72.95787780246059
207,267,64.53824399211054
207,316,74.24052754301894
207,330,70.59674792823671
207,331,67.71140836989665
207,336,68.66629774059646
207,342,73.80221371330977
207,346,76.60764218703781
207,390,68.89758406890445
207,393,71.59197151068854
207,407,88.67141455482022
208,220,103.02456490307407
208,267,88.72043981572465
208,404,97.99946853920562
209,220,69.49093218450442
209,250,75.32499244647946
209,267,75.93712587756627
210,220,64.87516382117109
210,267,65.14577781762668
211,4,97.54359433561588
211,220,66.34614479013709
211,267,94.20267194446474
211,316,89.95406429537857
211,404,85.07770701241219
211,405,96.34187511005571
212,220,108.33494239555547
212,267,104.48995469632774
212,316,106.89419394612736
212,404,90.64336592033696
213,220,80.43985041595806
214,346,73.3011213141669
215,0,126.38920842550647
215,3,115.32960305378626
215,31,87.40506863724775
215,44,119.40621321476398
215,69,136.18367442834352
215,72,95.36622410000426
215,99,113.60589448734811
215,136,121.47134602823068
215,141,140.12062548245785
215,152,134.48109641092896
215,175,116.0096326797443
215,188,107.72280896446865
215,198,131.30731714537714
215,214,148.59069030783223
215,220,125.71490878899041
215,244,82.96644225351255
215,246,140.1794969261728
215,250,113.60589448734811
215,267,127.6635375305949
215,276,133.674431789396
215,285,128.07446287723621
215,316,93.47003517423916
215,319,84.42854154321243
215,330,84.21789417589406
215,331,99.70677886131132
215,341,132.5899668859355
215,342,130.3679109165251
215,393,130.6673219096762
215,395,131.1417778261155
215,404,134.4156531811502
216,316,80.27205481172848
217,220,94.07514404511205
217,267,90.38936372963933
217,316,60.408733928043205
218,316,90.88008308637578
219,198,62.339423612405795
219,220,66.68121270944192
219,267,69.36417026005256
220,316,126.77420337411709
221,330,88.47866012823496
222,137,80.94257112120002
222,204,79.74731500722876
222,331,78.44636851651377
223,31,109.74668009678119
223,220,100.69189388462507
223,267,101.6374685456739
223,316,109.005458705027
223,319,94.737240130395
223,330,102.84645168150227
223,333,99.25274413909426
223,404,96.88562949507539
224,316,18.674816752205288
225,3,101.68701168331084
225,7,111.92864993796348
225,31,106.81645728257993
225,42,95.94622326622336
225,56,110.48790148853539
225,60,115.36425877150175
225,80,107.87092172919228
225,87,116.80500722092987
225,90,110.14879505220246
225,101,106.2331589001795
225,122,103.14586267465337
225,127,107.15970079428625
225,131,98.42412912075297
225,137,95.02057089604291
225,138,104.05909988460277
225,140,112.3119795778979
225,143,98.6626298072652
225,154,108.33494239555547
