,0
16348,23.0
16349,1.2
16350,0.6409999999999999
16351,0.1128
16352,0.45
16353,1.0
16354,0.63
16355,0.2102
16356,0.21
16357,0.65
16358,4.2
16359,0.81
16360,0.8
16361,1.2
16362,0.903
16363,1.3
16364,0.88
16365,0.918
16366,0.6
16367,0.314
16368,0.82
16369,0.23
16370,0.09
16371,0.041
16372,0.37
16373,0.4
16374,0.3
16375,0.86
16376,2.291
16377,0.17
16378,0.11
16379,0.12
16380,0.3
16381,0.8
16382,0.06189
16383,0.912
16384,0.125
16385,0.28
16386,0.24
16387,0.0001
16388,0.3
16389,0.0699
16390,2.0
16391,0.005
16392,0.4
16393,2.0
16394,0.64
16395,0.4
16396,0.0301
16397,5.525
16398,1.6
16399,0.07400000000000001
16400,0.241
16401,0.52
16402,0.687
16403,0.0242
16404,0.2557
16405,0.957
16406,1.4
16407,0.26
16408,0.1
16409,0.05
16410,0.06
16411,1.3
16412,0.52
16413,0.05
16414,0.048920000000000005
16415,0.131
16416,0.2
16417,10.0
16418,7.5
16419,5.6
16420,5.6
16421,28.0
16422,0.8
16423,28.0
16424,150.0
16425,100.0
16426,0.43
16427,3.72
16428,150.0
16429,160.0
16430,0.45
16431,100.0
16432,3.2
16433,28.0
16434,100.0
16435,0.4
16436,150.0
16437,100.0
16438,97.7
16439,131.0
16440,117.0
16441,120.0
16442,126.0
16443,120.0
16444,144.0
16445,115.0
16446,0.94
16447,15.5
16448,1.749
16449,4.75
16450,23.3
16451,0.14
16452,14.0
16453,16.0
16454,22.4
16455,7.0
16456,21.4
16457,8.85
16458,0.6
16459,6.14
16460,13.7
16461,15.0
16462,18.5
16463,16.0
16464,24.59
16465,1.42
16466,3.92
16467,29.88
16468,1.3
16469,0.21
16470,3.86
16471,10.0
16472,6.94
16473,4.85
16474,0.084
16475,0.603
16476,0.95
16477,36.4
16478,9.07
16479,25.0
16480,18.0
16481,1.27
16482,4.0
16483,14.5
16484,6.01
16485,4.4
16486,6.75
16487,9.6
16488,0.2
16489,0.3119
16490,8.4
16491,20.84
16492,1.91
16493,1.1
16494,0.95
16495,0.203
16496,2.9
16497,24.0
16498,190.3
16499,5.49
16500,0.061
16501,10.0
16502,5.11
16503,1.0664
16504,0.00348
16505,7.76
16506,0.34
16507,0.298
16508,13.0
16509,32.0
16510,27.0
16511,5.3
16512,0.22
16513,56.7
16514,3.8
16515,0.181
16516,60.0
16517,33.0
16518,4.0
16519,27.84
16520,0.55
16521,29.52
16522,0.471
16523,0.00368
16524,24.2
16525,45.21
16526,49.0
16527,7.3
16528,65.0
16529,24.5
16530,8.89
16531,10.7
16532,0.51
16533,21.09
16534,24.0
16535,3.5
16536,25.3
16537,0.033
16538,1.55
16539,10.5
16540,3.3
16541,5.4
16542,2.63
16543,0.5
16544,30.58
16545,1.37
16546,7.49
16547,31.24
16548,2.33
16549,10.0
16550,3.88
16551,7.5
16552,4.4
16553,25.61
16554,12.5
16555,40.93
16556,35.81
16557,52.0
16558,1.61
16559,4.76
16560,2.0
16561,9.33
16562,1.24
16563,9.6
16564,0.289
16565,38.0
16566,41.0
16567,18.8
16568,0.34
16569,0.81
16570,10.77
16571,13.7
16572,47.5
16573,85.56
16574,20.0
16575,0.7559999999999999
16576,33.0
16577,0.263
16578,0.162
16579,25.52
16580,48.3
16581,13.6
16582,5.1
16583,6.44
16584,35.06
16585,2.72
16586,13.7
16587,0.66
16588,6.6
16589,23.0
16590,0.062
16591,24.5
16592,0.184
16593,33.01
16594,11.4
16595,0.471
16596,75.0
16597,103.0
16598,0.332
16599,9.2
16600,0.54
16601,0.738
16602,1.85
16603,0.04
16604,123.0
16605,32.0
16606,15.0
16607,24.0
16608,2.6
16609,67.6
16610,0.87
16611,0.78
16612,0.041
16613,18.5
16614,0.238
16615,0.431
16616,5.05
16617,9.07
16618,0.107
16619,1.04
16620,42.56
16621,1.57
16622,0.313
16623,5.82
16624,2.61
16625,2.46
16626,1.44
16627,18.7
16628,96.59
16629,0.76
16630,1.5
16631,0.8690000000000001
16632,60.0
16633,1.96
16634,1.46
16635,34.0
16636,0.96
16637,25.61
16638,35.78
16639,9.6
16640,7.48
16641,100.0
16642,29.0
16643,87.5
16644,79.4
16645,7.21
16646,0.56
16647,17.0
16648,0.152
16649,0.5
16650,7.63
16651,7.8
16652,1.27
16653,1.25
16654,1.9
16655,6.4
16656,1.45
16657,20.0
16658,2.1
16659,11.92
16660,12.0
16661,5.56
16662,4.1
16663,23.97
16664,0.175
16665,10.0
16666,0.504
16667,35.2
16668,0.135
16669,0.06
16670,0.24
16671,1.27
16672,8.4
16673,0.1213
16674,34.5
16675,0.313
16676,20.3
16677,2.28
16678,0.0105
16679,2.8
16680,33.0
16681,3.12
16682,1.178
16683,102.9
16684,106.9
16685,112.8
16686,105.6
16687,59.53
16688,1.0
16689,9.6
16690,23.0
16691,0.87
16692,0.34
16693,12.5
16694,4.0
16695,55.0
16696,13.24
16697,33.44
16698,0.83
16699,40.0
16700,0.28
16701,52.0
16702,6.14
16703,1.0
16704,2.9
16705,0.107
16706,56.0
16707,4.2
16708,0.22
16709,2.1
16710,4.6
16711,13.9
16712,33.26
16713,5.46
16714,29.88
16715,35.5
16716,38.0
16717,29.0
16718,14.5
16719,0.2844
16720,4.2
16721,6.14
16722,19.09
16723,6.38
16724,0.35700000000000004
16725,6.2
16726,6.98
16727,57.0
16728,2.05
16729,4.76
16730,100.0
16731,6.9
16732,3.2
16733,1.48
16734,1.8
16735,17.3
16736,83.58
16737,7.28
16738,0.012625
16739,0.53
16740,8.1
16741,0.07400000000000001
16742,35.78
16743,8.9
16744,2.4
16745,10.0
16746,3.9
16747,11.0
16748,2.96
16749,41.9
16750,5.46
16751,0.517
16752,9.9
16753,0.0026
16754,6.2
16755,0.34
16756,0.142
16757,1.48
16758,0.64
16759,4.2
16760,15.0
16761,51.93
16762,9.0
16763,84.6
16764,93.9
16765,79.2
16766,74.4
16767,19.1
16768,11.0
16769,110.8
16770,1.55
16771,77.5
16772,16.59
16773,1.47
16774,2.8
16775,4.3
16776,0.23
16777,38.1
16778,0.6
16779,80.0
16780,4.82
16781,0.06
16782,35.29
16783,2.5
16784,0.04521
16785,35.0
16786,0.057
16787,9.04
16788,14.52
16789,22.0
16790,9.6
16791,0.00224
16792,0.00544
16793,0.105
16794,175.0
16795,29.0
16796,32.0
16797,6.0
16798,45.21
16799,0.908
16800,0.314
16801,52.0
16802,106.5
16803,7.95
16804,0.038
16805,2.7
16806,3.9
16807,13.8
16808,90.0
16809,33.96
16810,0.65
16811,0.147
16812,40.93
16813,176.6
16814,43.0
16815,9.8
16816,3.2
16817,37.26
16818,0.96
16819,0.27
16820,0.8132999999999999
16821,4.12
16822,0.1
16823,12.5
16824,13.0
16825,43.4
16826,25.0
16827,0.03068
16828,9.9
16829,12.0
16830,0.135
16831,0.09
16832,0.092
16833,5.14
16834,135.0
16835,8.11
16836,0.068
16837,38.41
16838,9.8
16839,0.62
16840,1.63
16841,52.41
16842,4.7
16843,0.81
16844,4.96
16845,7.0
16846,60.3
16847,3.9
16848,1.83
16849,0.78
16850,0.35
16851,0.53
16852,3.2
16853,0.003
16854,7.28
16855,60.0
16856,29.0
16857,7.0
16858,3.98
16859,5.75
16860,0.66
16861,79.4
16862,128.0
16863,12.8
16864,0.4
16865,0.00592
16866,40.0
16867,32.7
16868,8.33
16869,13.2
16870,275.0
16871,103.9
16872,50.93
16873,88.72
16874,3.6
16875,1.56
16876,2.75
16877,27.5
16878,2.47
16879,0.2
16880,1.5
16881,0.41
16882,4.62
16883,76.0
16884,21.0
16885,10.7
16886,62.72
16887,9.04
16888,50.25
16889,0.094
16890,1.6
16891,6.47
16892,44.35
16893,10.0
16894,99.1
16895,22.5
16896,140.0
16897,26.71
16898,2.21
16899,0.433
16900,1.57
16901,2.51
16902,11.0
16903,0.331
16904,3.9
16905,19.13
16906,0.3789
16907,47.86
16908,9.6
16909,6.44
16910,0.038
16911,20.96
16912,29.62
16913,0.46
16914,0.43
16915,100.0
16916,0.14
16917,41.27
16918,0.156
16919,30.0
16920,6.8
16921,32.0
16922,27.84
16923,17.3
16924,4.7
16925,2.55
16926,4.5
16927,7.5
16928,0.5
16929,0.6
16930,40.9
16931,1.526
16932,0.642
16933,9.8
16934,2.55
16935,129.5
16936,14.37
16937,0.7
16938,180.0
16939,0.37
16940,1.48
16941,0.00236
16942,0.87
16943,0.00396
16944,2.65
16945,1.5
16946,5.82
16947,59.79
16948,29.88
16949,30.68
16950,9.0
16951,1.62
16952,4.7
16953,1.74
16954,4.23
16955,10.0
16956,22.24
16957,123.0
16958,37.0
16959,5.4
16960,7.88
16961,22.91
16962,0.63
16963,26.0
16964,0.476
16965,0.96
16966,4.3
16967,0.247
16968,0.34
16969,1.82
16970,4.8
16971,13.0
16972,3.0
16973,0.64
16974,4.0
16975,3.1
16976,4.35
16977,10.0
16978,4.52
16979,0.042
16980,27.5
16981,0.34
16982,100.0
16983,13.0
16984,30.0
16985,0.13
16986,2.32
16987,4.26
16988,0.261
16989,16.22
16990,6.0
16991,36.25
16992,99.1
16993,8.4
16994,13.32
16995,21.7
16996,1.76
16997,0.78
16998,9.1
16999,9.53
17000,58.0
17001,12.0
17002,0.04
17003,2.27
17004,68.0
17005,41.15
17006,1.38
17007,6.95
17008,0.56
17009,23.44
17010,3.7
17011,1.25
17012,6714.0
17013,4.0
17014,1.45
17015,7.21
17016,0.6
17017,2.525
17018,19.0
17019,0.02988
17020,2.98
17021,2.59
17022,80.21
17023,0.048
17024,3.9
17025,54.95
17026,8.18
17027,0.43
17028,8.4
17029,7.2
17030,70.0
17031,0.14
17032,1.19
17033,24.0
17034,3.45
17035,1.78
17036,0.18600000000000005
17037,3.4
17038,70.0
17039,0.204
17040,50.93
17041,10.0
17042,0.91
17043,17.1
17044,2.69
17045,237.5
17046,0.13
17047,300.0
17048,7.0
17049,8.4
17050,15.92
17051,3.21
17052,12.65
17053,95.0
17054,71.61
17055,0.67
17056,33.0
17057,56.79
17058,23.6
17059,0.289
17060,1.41
17061,3.2
17062,0.34
17063,68.74
17064,6.6
17065,29.88
17066,6.6
17067,9.8
17068,41.05
17069,29.88
17070,1.25
17071,18.0
17072,95.0
17073,2.8
17074,30.68
17075,0.79
17076,0.24
17077,0.38
17078,0.038
17079,3.79
17080,0.233
17081,0.303
17082,45.0
17083,10.0
17084,75.2
17085,8.4
17086,4.3
17087,2.31
17088,6.44
17089,0.032
17090,6.4
17091,0.02988
17092,27.3
17093,8.6
17094,278.0
17095,10.55
17096,1.57
17097,2.622
17098,2.02
17099,6.44
17100,127.7
17101,100.0
17102,44.74
17103,0.032
17104,136.0
17105,3.9
17106,3.9
17107,2.4
17108,16.59
17109,1.07
17110,74.55
17111,161.0
17112,1.57
17113,14.3
17114,0.045
17115,1.48
17116,119.3
17117,6.44
17118,3.86
17119,4.2
17120,4.4
17121,10.03
17122,7.73
17123,0.185
17124,32.91
17125,30.8
17126,1.0
17127,22.0
17128,4.98
17129,1.4229
17130,6.4
17131,0.008109
17132,15.0
17133,0.282
17134,0.5
17135,6.0
17136,33.4
17137,0.484
17138,3.5
17139,6.2
17140,1.01
17141,4.73
17142,0.38
17143,19.0
17144,9.33
17145,0.1928
17146,60.5
17147,4.2
17148,40.0
17149,0.116
17150,15.4
17151,7.4
17152,37.82
17153,0.5
17154,5.27
17155,33.4
17156,13.0
17157,58.0
17158,0.87
17159,11.2
17160,15.0
17161,35.78
17162,20.1
17163,0.33
17164,0.231
17165,10.0
17166,6.01
17167,1.5
17168,2.98
17169,0.243
17170,60.3
17171,0.411
17172,180.0
17173,10.0
17174,6.58
17175,33.3
17176,5.18
17177,4.18
17178,19.6
17179,52.0
17180,45.21
17181,46.0
17182,29.88
17183,60.0
17184,20.0
17185,16.0
17186,0.34
17187,5.98
17188,3.6
17189,87.9
17190,0.75
17191,120.7
17192,8.4
17193,100.0
17194,30.7
17195,98.5
17196,2.161
17197,2.42
17198,0.428
17199,0.34
17200,0.282
17201,60.3
17202,11.37
17203,0.322
17204,40.0
17205,4.28
17206,0.88
17207,0.075
17208,1.69
17209,2.1
17210,0.03578
17211,8.2
17212,39.52
17213,12.74
17214,20.0
17215,0.759
17216,0.198
17217,31.5
17218,0.0588
17219,0.209
17220,2.92
17221,0.066
17222,0.0282
17223,0.1
17224,93.2
17225,0.097
17226,8.62
17227,7.45
17228,50.2
17229,14.0
17230,0.7490000000000001
17231,0.24
17232,260.0
17233,0.2
17234,10.0
17235,4.2
17236,7.24
17237,5.16
17238,0.177
17239,1.57
17240,2.85
17241,0.6709999999999999
17242,0.8
17243,61.2
17244,8.01
17245,0.685
17246,0.0527
17247,0.73
17248,0.13
17249,0.117
17250,0.1
17251,61.2
17252,0.297
17253,44.48
17254,0.166
17255,4.1
17256,0.097
17257,3.06
17258,1.17
17259,0.123
17260,13.3
17261,47.7
17262,0.095
17263,31.37
17264,40.0
17265,0.0273
17266,0.6609999999999999
17267,112.12
17268,61.66
17269,127.23
17270,86.07
17271,32.0
17272,0.278
17273,5.53
17274,0.277
17275,0.45
17276,0.0533
17277,7.2
17278,4.4
17279,27.5
17280,1.7
17281,7.62
17282,3.498
17283,0.251
17284,0.555
17285,4.17
17286,0.171
17287,4.82
17288,35.0
17289,40.5
17290,0.1
17291,0.387
17292,2.28
17293,2.3
17294,0.097
17295,0.802
17296,0.82
17297,0.224
17298,13.5
17299,0.387
17300,0.447
17301,0.727
17302,0.153
17303,0.6509999999999999
17304,4.6
17305,12.0
17306,0.26
17307,3.0
17308,4.96
17309,3.14
17310,12.6
17311,6.12
17312,80.0
17313,4.2
17314,2.92
17315,5.14
17316,0.6
17317,2.58
17318,0.0591
17319,0.204
17320,270.0
17321,0.12
17322,75.0
17323,20.0
17324,0.215
17325,2.19
17326,0.61
17327,1.24
17328,1.65
17329,6.5
17330,5.96
17331,4.3
17332,0.1
17333,2.88
17334,0.361
17335,0.0372
17336,3.65
17337,18.207
17338,0.6609999999999999
17339,6.14
17340,6.09
17341,0.583
17342,0.212
17343,0.282
17344,5.21
17345,0.093
17346,0.15
17347,0.5
17348,105.0
17349,1.6
17350,6.4
17351,13.5
17352,0.13
17353,0.28300000000000003
17354,1.81
17355,6.9
17356,0.307
17357,0.159
17358,0.132
17359,20.0
17360,1.6
17361,0.108
17362,2.56
17363,0.1
17364,20.0
17365,0.191
17366,3.53
17367,0.463
17368,28.0
17369,0.0381
17370,23.0
17371,93.2
17372,4.85
17373,3.61
17374,1.64
17375,3.693
17376,0.315
17377,8.34
17378,0.55
17379,0.2
17380,5.37
17381,2.58
17382,60.0
17383,0.114
17384,0.233
17385,0.136
17386,6.23
17387,1.06
17388,3.3
17389,16.0
17390,0.0333
17391,4.0
17392,33.5
17393,3.8
17394,0.51
17395,6.09
17396,0.815
17397,0.027000000000000003
17398,0.26
17399,20.0
17400,1.7
17401,0.483
17402,1.1
17403,1.8
17404,2.54
17405,40.0
17406,0.203
17407,1.27
17408,31.5
17409,0.124
17410,52.0
17411,12.4
17412,3.12
17413,0.226
17414,10.72
17415,0.815
17416,0.4
17417,0.1
17418,0.56
17419,2.25
17420,0.5
17421,3.4
17422,2.96
17423,9.47
17424,75.0
17425,17.9
17426,5.8
17427,0.17
17428,2.8
17429,5.35
17430,0.0268
17431,23.0
17432,1.89
17433,6.76
17434,0.0869
17435,9.1
17436,87.8
17437,0.196
17438,1.24
17439,83.041
17440,1.34
17441,5.18
17442,0.905
17443,125.0
17444,0.165
17445,35.3
17446,0.03
17447,0.43
17448,2.0
17449,6.23
17450,70.7
17451,0.441
17452,3.38
17453,0.246
17454,0.313
17455,20.0
17456,0.117
17457,8.49
17458,1.1
17459,5.61
17460,31.5
17461,0.109
17462,1.66
17463,3.34
17464,0.112
17465,4.922
17466,7.96
17467,0.701
17468,4.2
17469,21.0
17470,0.501
17471,2.17
17472,1.58
17473,0.066
17474,0.395
17475,6.71
17476,5.61
17477,0.16899999999999998
17478,2.948
17479,0.43
17480,1.7
17481,0.368
17482,8.02
17483,5.61
17484,0.271
17485,6.73
17486,5.42
17487,0.142
17488,0.093
17489,6.91
17490,1.06
17491,0.12
17492,0.13
17493,0.4
17494,7.45
17495,3.703
17496,24.5
17497,11.5
17498,61.2
17499,40.6
17500,4.2
17501,2.728
17502,6.23
17503,4.0
17504,7.14
17505,7.62
17506,0.469
17507,1.0
17508,7.5
17509,2.79
17510,0.904
17511,0.339
17512,36.0
17513,0.414
17514,0.438
17515,47.7
17516,7.26
17517,0.6
17518,0.255
17519,6.6
17520,0.184
17521,38.1
17522,1.12
17523,3.2
17524,0.08
17525,0.364
17526,18.6
17527,0.0239
17528,70.7
17529,96.5
17530,0.168
17531,1.9
17532,0.149
17533,1.73
17534,12.8
17535,1.755
17536,0.141
17537,1.51
17538,0.27
17539,0.17800000000000002
17540,0.344
17541,9.6
17542,11.3
17543,7.24
17544,0.0301
17545,0.329
17546,5.58
17547,1.32
17548,0.0319
17549,0.151
17550,70.7
17551,0.83
17552,4.8
17553,0.5479999999999999
17554,0.804
17555,0.1914
17556,2.0
17557,0.168
17558,4.04
17559,0.181
17560,31.8
17561,93.2
17562,1.64
17563,0.107
17564,7.45
17565,0.257
17566,0.395
17567,2.48
17568,0.0356
17569,0.212
17570,6.5
17571,0.52
17572,9.1
17573,5.0
17574,1.86
17575,4.2
17576,0.194
17577,1.12
17578,25.0
17579,1.47
17580,2.2
17581,6.888
17582,61.2
17583,0.214
17584,43.7
17585,4.0
17586,4.7
17587,47.5
17588,0.097
17589,4.6
17590,3.96
17591,6.04
17592,6.88
17593,17.5
17594,3.87
17595,3.298
17596,2.937
17597,3.867
17598,3.65
17599,4.92
17600,0.418
17601,0.71
17602,0.05
17603,0.138
17604,0.05
17605,0.199
17606,5.44
17607,0.0008
17608,201.9
17609,272.53
17610,114.18
17611,173.77
17612,145.57
17613,0.0032
17614,0.00029
17615,0.00017
17616,0.0012900000000000001
17617,0.00064
17618,2.4e-05
17619,0.00103
17620,0.000917
17621,0.0016530000000000002
17622,0.0029620000000000002
17623,0.0037
17624,0.0042
17625,0.004
17626,0.0068
17627,0.002314
17628,0.000627
17629,0.0010229999999999998
17630,0.000732
17631,0.00642
17632,449.32
17633,349.93
17634,406.56
17635,316.63
17636,278.1
17637,0.02
17638,0.00943
17639,0.27
17640,2.3e-05
17641,2.9999999999999997e-05
17642,2.7e-05
17643,2e-05
17644,0.38
17645,0.00429
17646,0.005
17647,160.91
17648,0.0045
17649,0.5
17650,0.005
17651,50.56
17652,0.0034200000000000003
17653,0.0059900000000000005
17654,655.09
17655,0.0007
17656,0.011
17657,0.0028
17658,0.46
17659,0.0004
17660,8.18
17661,0.005
17662,0.24
17663,0.005
17664,175.9
17665,77.1
17666,2.68
17667,5.1
17668,2.73
17669,3.8
17670,4.0
17671,6.3
17672,5.4
17673,5.8
17674,5.0
17675,6.5
17676,5.3
17677,5.0
17678,9.5
17679,50.0
17680,6.11
17681,4.9
17682,9.0
17683,5.7
17684,4.0
17685,7.1
17686,4.0
17687,5.0
17688,3.8
17689,2400.0
17690,2.7
17691,3.8
17692,4.0
17693,5.4
17694,5.4
17695,1.16
17696,0.279
17697,0.063
17698,0.12
17699,0.07200000000000001
17700,1.05
17701,0.0261
17702,0.048
17703,0.229
17704,0.093
17705,0.185
17706,0.066
17707,0.08199999999999999
17708,0.154
17709,3.0
17710,0.139
17711,0.342
17712,10.0
17713,0.092
17714,4.6
17715,0.14300000000000002
17716,0.23
17717,0.064
17718,0.08800000000000001
17719,0.1
17720,0.188
17721,0.18
17722,1.07
17723,0.064
17724,0.141
17725,0.049
17726,0.052000000000000005
17727,0.223
17728,0.096
17729,0.058
17730,0.08
17731,0.053
17732,0.1
17733,0.041
17734,0.041
17735,0.055
17736,0.08
17737,0.055
17738,0.045
17739,0.043
17740,0.158
17741,0.1
17742,0.05
17743,0.27
17744,0.14800000000000002
17745,0.083
17746,0.206
17747,0.077
17748,0.3
17749,0.03
17750,3.3
17751,0.275
17752,0.108
17753,0.12
17754,0.048
17755,0.62
17756,0.16899999999999998
17757,0.109
17758,0.073
17759,0.152
17760,0.08199999999999999
17761,0.053
17762,0.022
17763,0.07
17764,0.106
17765,0.39
17766,0.14
17767,0.0345
17768,0.0865
17769,0.062
17770,0.106
17771,1.71
17772,0.047
17773,0.08
17774,0.054000000000000006
17775,0.18
17776,0.115
17777,0.098
17778,0.105
17779,0.0179
17780,0.081
17781,0.052000000000000005
17782,0.097
17783,0.0338
17784,0.28300000000000003
17785,0.05
17786,0.34
17787,0.07
17788,0.035
17789,0.158
17790,0.16899999999999998
17791,0.12
17792,0.14800000000000002
17793,0.28600000000000003
17794,0.035
17795,0.071
17796,0.228
17797,0.865
17798,0.092
17799,3.5
17800,0.19
17801,0.08800000000000001
17802,0.08199999999999999
17803,0.044
17804,0.039
17805,0.035
17806,0.058
17807,0.1
17808,0.053
17809,0.0335
17810,0.052000000000000005
17811,0.081
17812,0.0655
17813,0.15
17814,0.235
17815,0.046
17816,0.0282
17817,0.037000000000000005
17818,0.104
17819,3.5
17820,0.23
17821,0.23
17822,0.157
17823,0.109
17824,0.156
17825,0.149
17826,0.102
17827,0.056
17828,0.092
17829,0.056
17830,0.084
17831,0.039
17832,0.046
17833,0.111
17834,0.039
17835,0.043
17836,0.18
17837,0.102
17838,0.0415
17839,0.228
17840,0.055
17841,0.23
17842,0.08800000000000001
17843,0.252
17844,0.0179
17845,0.25
17846,0.08
17847,0.08199999999999999
17848,0.045
17849,0.17800000000000002
17850,0.05
17851,0.083
17852,0.268
17853,0.1
17854,0.052000000000000005
17855,0.064
17856,0.68
17857,0.05
17858,0.037000000000000005
17859,0.081
17860,0.056
17861,11.3
17862,0.08199999999999999
17863,0.068
17864,0.35
17865,0.033
17866,0.07
17867,0.245
17868,0.05
17869,0.039
17870,0.081
17871,0.046
17872,0.061
17873,0.068
17874,0.05
17875,0.061
17876,0.03
17877,0.52
17878,0.9
17879,0.09
17880,0.2
17881,0.044
17882,0.08199999999999999
17883,0.0338
17884,0.038
17885,0.084
17886,0.116
17887,0.052000000000000005
17888,0.29
17889,0.064
17890,0.188
17891,0.18
17892,0.16899999999999998
17893,0.115
17894,0.031
17895,0.509
17896,0.041
17897,0.08
17898,0.04
17899,0.041
17900,0.117
17901,0.027600000000000003
17902,0.03
17903,0.191
17904,0.0338
17905,0.105
17906,0.097
17907,0.042
17908,0.08199999999999999
17909,0.0755
17910,0.062
17911,0.055
17912,0.12
17913,0.055
17914,6.42
17915,0.18
17916,0.053
17917,0.053
17918,0.039
17919,0.046
17920,0.0353
17921,0.056
17922,0.225
17923,0.052000000000000005
17924,0.06
17925,0.043
17926,0.047
17927,0.74
17928,0.066
17929,3.52
17930,0.022
17931,0.08199999999999999
17932,0.062
17933,0.094
17934,0.12
17935,0.0679
17936,0.05
17937,1.5
17938,0.34
17939,0.044
17940,0.08199999999999999
17941,3.45
17942,0.071
17943,6.15
17944,0.052000000000000005
17945,0.129
17946,0.068
17947,0.068
17948,0.156
17949,0.062
17950,1.03
17951,0.035
17952,0.0335
17953,0.049
17954,0.17
17955,0.0625
17956,0.0338
17957,0.229
17958,0.0745
17959,0.116
17960,0.065
17961,0.2
17962,3.19
17963,0.046
17964,0.061
17965,0.054000000000000006
17966,0.224
17967,0.08800000000000001
17968,0.062
17969,0.081
17970,0.08199999999999999
17971,0.139
17972,0.048
17973,0.093
17974,0.197
17975,0.153
17976,0.054000000000000006
17977,0.084
17978,0.228
17979,0.052000000000000005
17980,0.093
17981,0.18
17982,0.096
17983,0.1
17984,0.18
17985,0.113
17986,0.045
17987,0.657
17988,0.045
17989,0.139
17990,0.08199999999999999
17991,0.112
17992,0.092
17993,0.08199999999999999
17994,0.15
17995,0.0439
17996,0.0179
17997,0.0335
17998,0.064
17999,0.0346
18000,0.045
18001,0.279
18002,0.14800000000000002
18003,0.21
18004,0.035
18005,0.069
18006,1.05
18007,0.081
18008,0.08199999999999999
18009,0.08199999999999999
18010,0.08900000000000001
18011,0.57
18012,0.081
18013,0.282
18014,0.06
18015,0.062
18016,0.0338
18017,0.08900000000000001
18018,0.129
18019,0.103
18020,0.0705
18021,0.11
18022,0.154
18023,0.0745
18024,0.061
18025,0.049
18026,0.061
18027,0.06
18028,0.102
18029,0.096
18030,0.045
18031,0.093
18032,0.059
18033,0.15
18034,0.21
18035,35.47
18036,18.5
18037,8.8
18038,124.0
18039,33.46
18040,30.3
18041,2.1
18042,3.5
18043,2.1
18044,13.0
18045,7.9
18046,0.64
18047,12.0
18048,0.32
18049,13.0
18050,0.18
18051,23.1
18052,6.1
18053,9.8
18054,5.2
18055,7.0
18056,15.5
18057,15.5
18058,38.8
18059,38.8
18060,18.2
18061,10.7
18062,11.3
18063,8.8
18064,0.65
18065,42.8
18066,34.01
18067,19.5
18068,14.0
18069,5.4
18070,10.0
18071,6.6
18072,24.24
18073,0.54
18074,5.0
18075,10.0
18076,0.475
18077,34.0
18078,27.0
18079,13.0
18080,29.0
18081,29.0
18082,17.0
18083,14.0
18084,0.42
18085,26.5
18086,1.13
18087,7.62
18088,15.67
18089,0.99
18090,0.29
18091,24.0
18092,6.05
18093,0.29
18094,33.25
18095,13.0
18096,18.42
18097,5.6
18098,44.78
18099,13.2
18100,20.0
18101,0.355
18102,0.475
18103,30.7
18104,17.1
18105,34.0
18106,13.0
18107,19.7
18108,16.4
18109,20.51
18110,0.21
18111,19.5
18112,39.48
18113,33.24
18114,8.1
18115,12.0
18116,14.0
18117,12.0
18118,21.4
18119,33.24
18120,0.41
18121,8.1
18122,34.45
18123,29.41
18124,41.0
18125,6.1
18126,16.5
18127,27.2
18128,4.0
18129,1.03
18130,13.7
18131,14.3
18132,7.06
18133,17.0
18134,21.0
18135,10.2
18136,30.0
18137,10.7
18138,23.0
18139,4.5
18140,11.2
18141,25.0
18142,24.5
18143,26.0
18144,21.0
18145,20.3
18146,16.4
18147,4.3
18148,8.15
18149,19.9
18150,11.2
18151,4.45
18152,3.2
18153,14.7
18154,14.6
18155,2.32
18156,17.2
18157,13.2
18158,20.0
18159,16.1
18160,27.2
18161,30.0
18162,3.88
18163,21.2
18164,32.0
18165,20.0
18166,14.0
18167,8.1
18168,13.7
18169,10.5
18170,12.0
18171,24.2
18172,18.5
18173,31.0
18174,22.9
18175,14.0
18176,22.9
18177,5.2
18178,0.79
18179,8.1
18180,10.0
18181,20.0
18182,0.63
18183,1.05
18184,3.0
18185,9.0
18186,24.1
18187,23.7
18188,3.65
18189,22.9
18190,17.0
18191,22.9
18192,3.0
18193,21.0
18194,10.0
18195,2.48
18196,22.7
18197,56.2
18198,10.7
18199,16.7
18200,22.7
18201,4.05
18202,20.1
18203,16.9
18204,20.0
18205,1.95
18206,0.57
18207,15.8
18208,13.7
18209,3.49
18210,22.0
18211,1.17
18212,15.0
18213,1.73
18214,12.1
18215,22.5
18216,20.0
18217,17.0
18218,19.5
18219,16.7
18220,8.1
18221,16.2
18222,8.3
18223,15.0
18224,11.9
18225,3.0
18226,22.5
18227,21.9
18228,1.51
18229,11.4
18230,17.0
18231,19.0
18232,21.9
18233,19.0
18234,15.0
18235,19.4
18236,0.98
18237,18.0
18238,44.0
18239,55.8
18240,7.6
18241,13.4
18242,19.7
18243,14.0
18244,14.7
18245,10.0
18246,3.4
18247,17.0
18248,24.9
18249,8.6
18250,20.0
18251,24.6
18252,7.2
18253,1.2
18254,12.9
18255,20.0
18256,0.28
18257,19.5
18258,27.0
18259,8.2
18260,14.7
18261,8.6
18262,19.5
18263,9.26
18264,18.0
18265,0.57
18266,21.3
18267,27.8
18268,8.87
18269,1.04
18270,0.92
18271,6.0
18272,8.1
18273,22.7
18274,11.4
18275,10.5
18276,21.2
18277,10.0
18278,22.9
18279,16.3
