id,score
r5_c399,1.0006541432764067
r5_c400,1.6025066579059504
r5_c407,1.7970414517839823
r5_c409,1.9887817784969735
r5_c410,1.587353511814242
r5_c415,2.2179422305742063
r5_c421,1.4048678197426425
r5_c424,1.864385379828275
r5_c428,1.1523446573682656
r5_c434,1.0492347379192486
r5_c441,1.1502603012030066
r5_c454,1.0111677864098292
r5_c466,1.7883482212072508
r5_c468,1.3099513489200634
r5_c480,1.8110291363319462
r5_c484,1.8009720128773812
r5_c491,1.9993690370059494
r5_c494,1.2975418152406986
r6_c266,1.0000698179407177
r6_c317,1.0000598434040553
r7_c266,1.000009301949873
r7_c377,1.0008527993502068
r7_c409,1.0000111641161264
r8_c317,1.34460474889489
r8_c381,1.1589143917739702
r8_c394,1.040241253089433
r8_c428,1.5977468381682036
r9_c266,1.000095750578527
r9_c409,1.0001523250765842
r10_c40,1.00078681130335
r10_c91,1.0009916540148542
r10_c113,1.000602414574555
r10_c124,1.0003432854990708
r10_c165,1.0006067766718578
r10_c266,1.0010212482651737
r10_c291,1.0007408977242722
r10_c317,1.002199220922127
r10_c377,1.0006752272611632
r10_c381,1.0006541432764067
r10_c480,1.0010620345716277
r11_c377,1.0000013761045097
r12_c6,1.0011919498793547
r12_c40,1.000182122825181
r12_c55,1.000271799246828
r12_c91,1.007978002472145
r12_c113,1.000911806569245
r12_c157,1.0009352114819603
r12_c172,1.0011621939148279
r12_c245,1.0062518755134273
r12_c266,1.006701881324965
r12_c313,1.0075468944111254
r12_c317,1.0031899945492737
r12_c335,1.0051084944089506
r12_c377,1.0003772897250434
r12_c394,1.0135082500786332
r12_c480,1.0002839702707025
r13_c245,1.0000125607351593
r13_c377,1.0000007906031423
r14_c266,1.0003490045927004
r14_c317,1.000261779578221
r15_c238,1.0000837818765194
r15_c266,1.0002456652182943
r15_c317,1.0001586710784096
r15_c480,1.000071001343908
r16_c317,1.0015374829334471
r17_c23,1.0019148129680484
r17_c40,1.0000893196784333
r17_c91,1.0009067972321932
r17_c110,1.0027836571349267
r17_c132,1.0068358036765896
r17_c155,1.000389256451485
r17_c157,1.0137295884172923
r17_c165,1.0010461246158848
r17_c168,1.0132939356586916
r17_c170,1.001700087768978
r17_c172,1.0002114689053694
r17_c208,1.0004336089060974
r17_c216,1.0002836016907026
r17_c229,1.0017450616339614
r17_c238,1.0040572994736434
r17_c245,1.000837115438568
r17_c246,1.0003054402424958
r17_c266,1.0012676824031972
r17_c284,1.0019609283780675
r17_c291,1.0105783698281172
r17_c294,1.0344166088904283
r17_c317,1.0047602613713755
r17_c319,1.0033822972307669
r17_c332,1.0001930313311884
r17_c373,1.0000560403383234
r17_c377,1.000041888614731
r17_c381,1.0005509267728518
r17_c394,1.0001434578926522
r17_c395,1.0003286090528765
r17_c400,1.0031617597659594
r17_c407,1.003338086103058
r17_c409,1.001333713290245
r17_c415,1.0009098266015817
r17_c450,1.0003078858983332
r17_c466,1.001314691217669
r17_c476,1.0003532715480135
r17_c480,1.00039414348994
r17_c491,1.0082938549836205
r18_c245,1.000051134963752
r19_c266,1.000768061019677
r19_c317,1.0011923664472342
r20_c377,1.000002490074536
r21_c170,1.000149835282709
r21_c266,1.0001411086424494
r21_c317,1.000336002967749
r21_c319,1.0026032880189286
r21_c381,1.0018546264598742
r21_c395,1.00139423208261
r21_c466,1.0001537353078644
r22_c377,1.0000053973797391
r22_c395,1.0001340480319214
r23_c377,1.0000063297907151
r24_c317,1.0178168163101071
r25_c40,1.00438649195991
r25_c55,1.0056336104210069
r25_c91,1.003288955778787
r25_c100,1.0075357684453654
r25_c110,1.004086981572717
r25_c121,1.0019398304492577
r25_c122,1.007410425053884
r25_c124,1.0033711732634352
r25_c158,1.0030701817247485
r25_c165,1.004883379836584
r25_c170,1.0021188107080083
r25_c229,1.0007294016446422
r25_c238,1.006767332647881
r25_c245,1.003338086103058
r25_c253,1.0006183433826952
r25_c256,1.0162091200010976
r25_c260,1.0249917638454682
r25_c266,1.002457165109943
r25_c291,1.0030917675695212
r25_c297,1.0022225524661905
r25_c308,1.0025313911168146
r25_c310,1.0023082617143113
r25_c317,1.005548191403337
r25_c319,1.0029630614823717
r25_c323,1.0067935166185824
r25_c332,1.007714602454419
r25_c359,1.0152265687558204
r25_c373,1.0023210485126928
r25_c377,1.0025708181125328
r25_c381,1.00283067228929
r25_c393,1.0014323625360175
r25_c395,1.0025313911168146
r25_c409,1.0050375045498972
r25_c415,1.0091446549307443
r25_c428,1.0035502183850404
r25_c466,1.0034227811195493
r25_c472,1.007122988552998
r25_c480,1.0044095742064458
r25_c491,1.0069233659143924
r26_c377,1.0164201546544727
r27_c266,1.0025049072467975
r27_c317,1.0025394056285217
r27_c377,1.0018661822958426
r27_c381,1.0022344048712677
r28_c377,1.000042373239482
r29_c55,1.000027923224479
r29_c226,1.000052969638714
r29_c245,1.0000184668656475
r29_c266,1.0001551455342004
r29_c317,1.0080293254151702
r29_c377,1.0001011855236965
r29_c394,1.000258548658856
r30_c1,1.2367166056899657
r30_c11,1.2121222621247842
r30_c93,1.2195819454394563
r30_c166,1.7592168388366818
r30_c211,1.1777219810664918
r30_c226,1.1401022322633019
r30_c231,2.546746908006453
r30_c245,1.515705738921111
r30_c266,1.3471914535185927
r30_c292,1.1401022322633019
r30_c317,1.5230897144040036
r30_c319,1.4418179760081746
r30_c332,1.1984666880431938
r30_c377,1.7344436073947163
r30_c381,1.3666470874828218
r30_c395,1.5058159219403158
r30_c426,1.347115445888715
r30_c439,1.7451729593431056
r30_c468,1.6605666415248388
r30_c480,1.2402098550802727
r31_c245,1.248453983674945
r31_c395,1.7274972761604908
r32_c377,1.0000260148726283
r33_c6,1.0270059801359777
r33_c25,1.005941578381094
r33_c40,1.0033326594231808
r33_c41,1.0110209037524747
r33_c91,1.0029450777488897
r33_c100,1.0761203433363418
r33_c110,1.0045649784199855
r33_c119,1.0043980027972346
r33_c124,1.0110209037524747
r33_c125,1.0026151287519292
r33_c157,1.0141608764449128
r33_c162,1.0041682993032466
r33_c163,1.0011157702143094
r33_c170,1.0030064806408765
r33_c172,1.0001527795681069
r33_c225,1.0041682993032466
r33_c226,1.0066487068714942
r33_c245,1.0028793028737428
r33_c260,1.0014035513479616
r33_c261,1.0011895809892677
r33_c266,1.011514271131905
r33_c310,1.005767439567215
r33_c313,1.0016725013103775
r33_c317,1.0030367651555898
r33_c319,1.0050817362093056
r33_c377,1.0041272399296903
r33_c381,1.002493007949307
r33_c394,1.002960685591989
r33_c395,1.165267792636203
r33_c409,1.010091793598782
r33_c415,1.0041682993032466
r33_c424,1.3502803809447943
r33_c452,1.008920744991019
r33_c466,1.0035427289725924
r33_c480,1.191525736078949
r33_c491,1.3063570697918956
r34_c394,1.0077564625821165
r35_c1,1.0032683034490648
r35_c6,1.0023871680415168
r35_c40,1.0003490045927004
r35_c110,1.009993241187114
r35_c170,1.012932931829991
r35_c212,1.0851999850644374
r35_c238,1.0003645092819322
r35_c266,1.0135490943900616
r35_c317,1.0046546441139033
r35_c319,1.0047372004989255
r35_c377,1.0003490045927004
r35_c381,1.0032102087684265
r35_c395,1.0029817552195492
r35_c409,1.0074222660127015
r35_c415,1.00009856669195
r35_c466,1.0145808490207853
r35_c480,1.0288673353903965
r35_c484,1.0087963678851875
r36_c40,1.000003342959928
r36_c226,1.0000008289845674
r37_c245,1.0510361837065105
r37_c377,1.0461916143661338
r38_c266,1.0257602741149647
r38_c395,1.0310044042400013
r38_c480,1.0137205956954587
r39_c157,1.0009523518790815
r39_c212,1.0000005496530018
r39_c226,1.0000008289845674
r39_c310,1.0000036113480744
r39_c379,1.0000006613856514
r39_c395,1.0000023906983826
r39_c399,1.0000439032310477
r40_c119,1.0001232068434291
r40_c377,1.0006004344215504
r40_c381,1.0003689829908515
r40_c395,1.0002090185849364
r41_c377,1.0000310266864374
r42_c55,1.00438649195991
r42_c266,1.0051317174340604
r42_c317,1.0018176088706439
r43_c377,1.0000846281600788
r44_c377,1.0000490510038267
r45_c40,1.000003342959928
r45_c245,1.0000125607351593
r45_c377,1.0000001261499356
r46_c245,1.0000739346409708
r47_c394,1.002457165109943
r48_c245,1.0000293197853236
r49_c1,1.052151983758707
r49_c6,1.165267792636203
r49_c40,1.0863519573625329
r49_c91,1.6131338784019755
r49_c122,1.489689841724037
r49_c172,1.0108231951455473
r49_c238,1.078045357634151
r49_c266,1.1559196628458108
r49_c317,1.1103483286674174
r49_c377,1.0734440982496132
r49_c395,1.017771849926265
r49_c415,1.2545134575413641
r49_c468,1.1216382903213171
r50_c266,1.0000232679866448
r50_c317,1.0000232679866448
r51_c377,1.0000277382491691
r51_c394,1.0000082140278184
r52_c317,1.001417821687795
r52_c395,1.0011157702143094
r53_c377,1.0363935276264327
r53_c381,1.0080319595863447
r54_c100,1.3015021315020314
r54_c424,1.05406042528888
r55_c1,1.1377758049991256
r55_c6,1.0145775448841812
r55_c23,1.0121410408468594
r55_c40,1.038047061783902
r55_c43,1.0470219578163678
r55_c53,1.5426517456515572
r55_c58,1.3666470874828218
r55_c91,1.0288673353903965
r55_c100,1.1777219810664918
r55_c119,1.0277409041714463
r55_c122,1.2871040964383256
r55_c124,1.0806965603769378
r55_c132,1.0011400880589916
r55_c142,1.001307233455106
r55_c157,1.0279056408838645
r55_c165,1.163246906717005
r55_c170,1.4234984384338927
r55_c172,1.0076190682003106
r55_c179,1.0344687036946196
r55_c188,1.0533180836814822
r55_c191,1.0020895445335278
r55_c211,1.1686417274713508
r55_c226,1.097445380202201
r55_c238,1.1389063807672983
r55_c244,1.0583262182722109
r55_c245,1.020472150262946
r55_c260,1.004147668002614
r55_c261,1.0305520344216388
r55_c266,1.0947106552217272
r55_c272,1.165267792636203
r55_c274,1.223728322678586
r55_c291,1.1172969547261569
r55_c293,1.3092838133475286
r55_c297,1.0475562721097667
r55_c303,1.0609560509159952
r55_c310,1.057187994716838
r55_c313,1.1721584324447647
r55_c317,1.2041945685268785
r55_c319,1.2605966054998146
r55_c332,1.0455135114587077
r55_c333,1.0254666053038652
r55_c343,1.6094862568282666
r55_c346,1.0761203433363418
r55_c368,1.0321962218606586
r55_c373,1.0066487068714942
r55_c377,1.0858193297910557
r55_c379,1.0455595145131942
r55_c381,1.0826210707283044
r55_c383,2.2599862448568966
r55_c394,1.0525312499996673
r55_c395,1.075433109011137
r55_c397,1.117847113246581
r55_c400,1.1047955326902295
r55_c408,1.0577261060381569
r55_c409,1.2095381715677695
r55_c410,1.1721584324447647
r55_c415,1.024093308808767
r55_c417,1.007345552416227
r55_c424,1.0471153733983607
r55_c427,2.0256586515971877
r55_c441,1.0004926281025468
r55_c449,1.0432628546484095
r55_c452,1.0186803726106586
r55_c453,1.0000980777847839
r55_c461,1.0015603861213005
r55_c466,1.2435140164226037
r55_c468,1.139162203434683
r55_c480,1.038431222749099
r55_c485,1.0911066345812404
r55_c491,1.3074029619232554
r55_c494,1.3277592729938648
r56_c40,1.0149156554017524
r56_c167,1.0076016639099568
r56_c245,1.020490167224397
r56_c266,1.0551148094345535
r56_c282,1.0037911420766497
r56_c317,1.0163781554025255
r56_c377,1.0040475010183318
r56_c395,1.0069233659143924
r56_c466,1.0321962218606586
r57_c317,1.0003641722298255
r58_c317,1.0045434603495824
r58_c377,1.0007344044719213
r58_c395,1.0011541902107755
r58_c466,1.0126899441251704
r59_c40,1.0001908643802222
r59_c381,1.0008182521250877
r59_c415,1.0004885252852873
r60_c377,1.000011826918984
r61_c266,1.0000263422063507
r61_c377,1.0000700514553353
r61_c381,1.000100337292091
r61_c394,1.0000052196881177
r62_c245,1.0107695977107527
r63_c377,1.0001454501282898
r64_c395,1.0000896062626228
r65_c55,1.0000004099871462
r65_c226,1.0000029416691403
r65_c245,1.0000125607351593
r65_c266,1.0000004099871462
r65_c377,1.0000016276971921
r66_c119,1.0018415753465484
r66_c381,1.001181863358335
r66_c395,1.0020564688657903
r67_c6,1.000000309618878
r67_c226,1.0000008289845674
r68_c245,1.0023871680415168
r68_c377,1.0037571465768707
r69_c14,1.0310044042400013
r69_c40,1.000209435489046
r69_c53,1.0000837818765194
r69_c91,1.0023239796778158
r69_c95,1.00039883896713
r69_c114,1.0008748709522044
r69_c172,1.0012551427322882
r69_c182,1.000106321623204
r69_c229,1.0000628357910253
r69_c231,1.005941578381094
r69_c236,1.0001903995858366
r69_c245,1.000209435489046
r69_c256,1.4254537002113057
r69_c266,1.0006977156268468
r69_c310,1.0016414191122667
r69_c313,1.0004146267879834
r69_c317,1.0006752272611632
r69_c319,1.0310044042400013
r69_c332,1.000448905104849
r69_c347,1.0013768417196351
r69_c368,1.0082938549836205
r69_c379,1.0002468336323282
r69_c394,1.0010682086722251
r69_c395,1.0003464742733286
r69_c399,1.0004105638050682
r69_c406,1.0082938549836205
r69_c407,1.0310044042400013
r69_c424,1.0082938549836205
r69_c427,1.0008613954602459
r69_c453,1.0008351132293813
r69_c466,1.029937289079466
r69_c480,1.0000377367926006
r70_c1,1.2607076275928506
r70_c6,1.4048678197426425
r70_c7,1.7125794930528762
r70_c25,1.0643924527320285
r70_c40,1.7702918757033657
r70_c53,1.8608289270657496
r70_c58,1.6346479757188466
r70_c91,1.0163906855784717
r70_c93,1.0025313911168146
r70_c100,1.8110291363319462
r70_c110,1.4982356424675545
r70_c119,1.181692774938624
r70_c122,1.658334629085973
r70_c124,1.41630490754403
r70_c182,1.2561221703463714
r70_c183,1.413286673582932
r70_c211,1.4529246812751935
r70_c238,1.310340233689971
r70_c245,1.0761203433363418
r70_c246,1.41157972454148
r70_c260,1.10152967893395
r70_c266,1.3117285620343035
r70_c272,1.1922447914368084
r70_c274,1.5552190449587626
r70_c291,1.3892550648215647
r70_c293,1.6605666415248388
r70_c298,1.5777365730861888
r70_c300,1.574962749337905
r70_c310,1.328437981997006
r70_c317,1.5777365730861885
r70_c332,1.2636296326340415
r70_c346,1.093094935969657
r70_c370,1.7025335942806703
r70_c373,1.0217478901944372
r70_c377,1.2302748859169683
r70_c379,1.213346474852993
r70_c381,1.0053277265292535
r70_c383,2.2599862448568966
r70_c394,1.482121992960266
r70_c395,1.3809692410073846
r70_c400,1.7344436073947163
r70_c409,1.5552190449587626
r70_c410,1.7899770848769707
r70_c415,1.1707340345403157
r70_c441,1.3534282930253592
r70_c466,1.515705738921111
r70_c468,1.662523020947091
r70_c480,1.6030590313919246
r70_c491,1.864385379828275
r71_c245,1.0005207955687345
r72_c170,1.000351078635448
r72_c172,1.0000393145959705
r72_c245,1.000787080038735
r72_c266,1.0002911676584645
r72_c317,1.000596620545666
r72_c319,1.0003624897974392
r72_c377,1.000198965853764
r72_c381,1.0001100972071444
r72_c415,1.0026449304038756
r72_c466,1.000282819320777
r72_c485,1.0003014296568848
r73_c212,1.0000073920268113
r73_c238,1.0000386658754006
r73_c266,1.0000111641161264
r73_c317,1.0000202147535622
r73_c377,1.0001047268713272
r73_c381,1.0000654541113627
r73_c395,1.0000053070897827
r73_c468,1.0000723137102447
r73_c480,1.0000041809482234
r74_c6,1.2813626607834958
r74_c25,1.0270059801359777
r74_c40,1.1686417274713508
r74_c91,1.1401022322633019
r74_c245,1.0783159718922208
r74_c317,1.4845883982023345
r74_c381,1.0114089772535808
r74_c494,1.066267109625498
r75_c40,1.008207552080531
r75_c113,1.0000534310712996
r75_c226,1.0001288928178862
r75_c245,1.0001745356449658
r75_c266,1.000085491712896
r75_c317,1.0001948266204637
r75_c377,1.0000537740527466
r75_c381,1.0106301075954447
r75_c394,1.0002021754071486
r75_c395,1.0000681149885533
r75_c409,1.0051857503774844
r75_c461,1.0000097350125616
r76_c377,1.0000155091371927
r77_c377,1.000041888614731
r78_c1,1.000673869774305
r78_c6,1.0008673708506302
r78_c11,1.0061820896566052
r78_c23,1.004887988639066
r78_c25,1.5480999357854996
r78_c40,1.000837115438568
r78_c53,1.0023060198311555
r78_c54,1.0082742002131841
r78_c58,1.0047602613713755
r78_c72,1.000274252858883
r78_c91,1.0005835146825581
r78_c100,1.0144651658597654
r78_c101,1.0168779978577618
r78_c110,1.0239213166084744
r78_c120,1.0007077332852192
r78_c129,1.000491531001821
r78_c132,1.0120901398355255
r78_c140,1.0025986775259201
r78_c147,1.0004419766842922
r78_c157,1.0011507958287305
r78_c158,1.0005212462011348
r78_c172,1.0007021381162646
r78_c178,1.0019000330328747
r78_c182,1.0032349943737322
r78_c186,1.0003318651955841
r78_c206,1.0321962218606586
r78_c211,1.0023383195875781
r78_c224,1.0013195845640332
r78_c225,1.0007328898610557
r78_c229,1.0035395073154272
r78_c242,1.0011953504208595
r78_c245,1.0006512382852162
r78_c258,1.0031617597659594
r78_c266,1.0117966767078808
r78_c272,1.0037072813127275
r78_c274,1.002647946711182
r78_c293,1.0026757274254754
r78_c310,1.002301775249605
r78_c313,1.000539054235286
r78_c317,1.0398581326178595
r78_c319,1.022268137931582
r78_c320,1.0009198133720472
r78_c352,1.000909332952504
r78_c357,1.0098124208392587
r78_c377,1.0010461246158848
r78_c379,1.0026515375237222
r78_c388,1.0164201546544727
r78_c394,1.0003265625365736
r78_c395,1.0020718257847752
r78_c398,1.0008696954420442
r78_c399,1.000837115438568
r78_c400,1.0036270503056406
r78_c427,1.0013890675688693
r78_c428,1.0037911420766497
r78_c449,1.0002038809342955
r78_c479,1.0086002962202867
r78_c480,1.0005696528217867
r78_c485,1.009204927066658
r78_c491,1.0253701984887702
r79_c211,1.0000015146157695
r79_c377,1.000004448390929
r80_c6,1.0000061983202926
r80_c266,1.0000041809482234
r80_c394,1.000006641697413
r81_c6,1.00039883896713
r82_c1,1.0010487430896242
r82_c6,1.0003290691140474
r82_c7,1.0042746130748965
r82_c25,1.0006440874482865
r82_c40,1.0004050794724826
r82_c53,1.0001496053308672
r82_c55,1.0041886261674748
r82_c70,1.0009300218144739
r82_c75,1.0021440769634493
r82_c91,1.0010612465949507
r82_c95,1.0006541432764067
r82_c98,1.0009098266015817
r82_c100,1.0034765740206582
r82_c110,1.0027564595857974
r82_c114,1.0019513568207898
r82_c121,1.000601981811783
r82_c122,1.0036312982307514
r82_c124,1.0009684926887805
r82_c128,1.000105985390992
r82_c140,1.0057777138932713
r82_c148,1.003167735764879
r82_c157,1.00052339789814
r82_c165,1.002562711425283
r82_c169,1.0023275752163956
r82_c170,1.0036270503056406
r82_c172,1.000261779578221
r82_c185,1.0066487068714942
r82_c191,1.0005582674879234
r82_c226,1.0004187709882781
r82_c229,1.0005461392778037
r82_c231,1.0019000330328747
r82_c238,1.0038788846227942
r82_c245,1.0017420385484617
r82_c251,1.002611642965153
r82_c256,1.0030981606032545
r82_c260,1.0026515375237222
r82_c262,1.0012871541762953
r82_c266,1.0007950576818048
r82_c271,1.0005622924470072
r82_c288,1.0009546986919327
r82_c291,1.00052339789814
r82_c297,1.0003739225516797
r82_c304,1.001225775617846
r82_c310,1.000837115438568
r82_c313,1.0016725013103775
r82_c317,1.0041682993032466
r82_c319,1.005824896764134
r82_c330,1.003034909739414
r82_c332,1.0027297250604958
r82_c338,1.0015930154583856
r82_c347,1.002870805160231
r82_c349,1.005849412820877
r82_c371,1.0046945308127364
r82_c377,1.0012040592347276
r82_c379,1.000558888053913
r82_c381,1.0010868280533602
r82_c388,1.0047602613713755
r82_c395,1.0016391730175198
r82_c399,1.000850712834036
r82_c402,1.0042830555635933
r82_c407,1.0068085647124259
r82_c409,1.0008223477390852
r82_c411,1.093094935969657
r82_c415,1.0041682993032466
r82_c417,1.0002502880459876
r82_c424,1.0063769844691421
r82_c428,1.0042561587808032
r82_c438,1.1617110812853815
r82_c441,1.0002393472312199
r82_c446,1.0002327003696272
r82_c449,1.0007991020989664
r82_c451,1.0024937258997133
r82_c453,1.0018053717251898
r82_c466,1.0022929377281633
r82_c468,1.0016483284881788
r82_c480,1.0013279491208227
r82_c481,1.0040671454858656
r82_c485,1.0003641722298255
r83_c266,1.0700198270091374
r83_c317,1.0398581326178595
r84_c266,1.0000030370216435
r85_c11,1.00000037189645
r85_c226,1.0000009247259316
r85_c245,1.0000016669781
r85_c317,1.001196096410807
r85_c377,1.0000006126476746
r85_c394,1.000837115438568
r85_c395,1.0000013317808965
r86_c266,1.000095750578527
r87_c1,1.0000235295182884
r87_c6,1.0000333759046665
r87_c91,1.000206896294636
r87_c226,1.0000204294005477
r87_c266,1.000055853520133
r87_c310,1.000015345923082
r87_c377,1.000085053383919
r87_c381,1.0001127101024534
r88_c319,1.0001601495232366
r88_c415,1.000004600402655
r89_c40,1.0003197097508127
r89_c266,1.0009709714074322
r89_c317,1.000572767768066
r89_c377,1.0002684898662872
r90_c377,1.0000414738081465
r91_c6,1.000037233538521
r91_c226,1.000018207884412
r92_c377,1.0003102402547244
r93_c377,1.0008191134828774
r94_c377,1.001279029861427
r95_c377,1.000013957349343
r96_c395,1.0001675553127685
r97_c11,1.000000140631431
r97_c226,1.0000008289845674
r97_c245,1.0000016669781
r97_c266,1.0000006461349054
r97_c317,1.0000002689315315
r97_c377,1.0000002523226057
r97_c394,1.0000073089732306
r98_c6,1.000004979030691
r98_c40,1.000003342959928
r98_c212,1.0000017011818807
r98_c226,1.0000009096052394
r98_c266,1.000004979030691
r98_c377,1.0000006872928346
r99_c6,1.0000006356011966
r99_c11,1.00000037189645
r99_c40,1.000003342959928
r99_c87,1.0000005147365425
r99_c170,1.000000628062503
r99_c212,1.0000025086452857
r99_c226,1.0000009200748794
r99_c245,1.000001000621939
r99_c266,1.0000004958059308
r99_c317,1.0000010384831142
r99_c377,1.0000006161197557
r99_c394,1.000837115438568
r99_c395,1.0000008289845674
r100_c226,1.0000477892999948
r100_c245,1.000025384010521
r100_c266,1.0006919542645227
r100_c317,1.0004126701631568
r100_c377,1.000050914091136
r100_c381,1.0001285518622476
r100_c394,1.0000765114580406
r100_c395,1.000013957349343
r100_c409,1.0003002359481392
r101_c245,1.0000001936514773
r101_c377,1.000000114223998
r101_c394,1.000000432039653
r102_c6,1.00302480711379
r102_c40,1.0024653799296224
r102_c266,1.0049137847222323
r102_c317,1.0051215875709738
r102_c377,1.0036896953866385
r102_c381,1.0027471547389042
r102_c480,1.0026515375237222
r103_c377,1.000139632772568
r104_c170,1.0000006458523134
r104_c245,1.0000016669781
r104_c266,1.000001108315939
r104_c317,1.0000007050557982
r104_c377,1.000000428185426
r105_c245,1.000006275911324
r106_c377,1.1620279949038914
r107_c165,1.1542944721410684
r107_c266,1.1288002223093656
r107_c377,1.1359367005902472
r107_c381,1.0246244565852667
r108_c377,1.0000286884638985
r109_c11,1.0000010936142927
r109_c226,1.0000018797432366
r109_c245,1.0000130844660464
r109_c317,1.0000026097187376
r109_c377,1.0000012966151022
r110_c11,1.0000018127159276
r110_c40,1.000008811904689
r110_c226,1.0000058498180178
r110_c245,1.0000167505631625
r110_c266,1.0000376990485664
r110_c377,1.000004288382494
r111_c11,1.0000088588239346
r111_c55,1.0000232679866448
r111_c226,1.000017254190109
r111_c245,1.0000180954369726
r111_c266,1.0000064370618797
r111_c317,1.0000104658047917
r111_c377,1.000007886530568
r111_c394,1.0000078965356711
r112_c6,1.0000212055222806
r112_c40,1.0003037803111228
r112_c122,1.0003807180907809
r112_c226,1.000194493404499
r112_c231,1.0000763002922843
r112_c245,1.0001551455342004
r112_c266,1.000041888614731
r112_c317,1.0007897775235972
r112_c377,1.000238801540906
r112_c381,1.0000246371798358
r112_c395,1.0001876789544237
r112_c466,1.0321962218606586
r113_c226,1.0000681149885533
r113_c245,1.0000125607351593
r113_c266,1.000072225550441
r113_c317,1.000322168141231
r113_c377,1.0000814142654657
r113_c394,1.000091109133372
r113_c480,1.0000983353218722
r114_c377,1.0001598821360838
r115_c245,1.0000125607351593
r116_c1,1.9023777394927204
r116_c6,1.9983463936172643
r116_c7,2.2328267179048162
r116_c25,1.667132868835298
r116_c40,1.9983463936172643
r116_c53,1.6605666415248388
r116_c58,2.7114526884792753
r116_c87,1.1036563596998836
r116_c91,1.8709123964226384
r116_c100,2.5976348291965294
r116_c110,2.7154382129005112
r116_c119,1.701871396574061
r116_c122,2.0323150694708203
r116_c124,1.6609639765954707
r116_c132,1.235091046056629
r116_c142,2.0132168665340644
r116_c157,1.1574061425765974
r116_c165,2.658556156834849
r116_c167,2.039531177276836
r116_c170,2.3726605018319713
r116_c172,1.1686417274713508
r116_c188,1.436132010774969
r116_c211,2.170607501637366
r116_c238,2.2822248977142743
r116_c245,2.1122369237813903
r116_c246,2.1520761009471454
r116_c248,2.793462356027926
r116_c249,1.0020283664764917
r116_c259,1.540260017320494
r116_c260,1.3353919992026855
r116_c266,2.170607501637366
r116_c272,1.7234081804722672
r116_c274,2.378179348664773
r116_c291,2.3769983368802716
r116_c293,3.1495316686949564
r116_c300,2.5715054700015014
r116_c310,1.6965591062929564
r116_c317,2.1771120571741225
r116_c322,2.0093354244676447
r116_c332,1.8221225146674187
r116_c334,2.4653124895219443
r116_c346,2.1776762328254793
r116_c347,1.5040550915434325
r116_c362,1.0898287182476534
r116_c377,2.126478341353833
r116_c379,1.720152549613359
r116_c381,2.2703632741267183
r116_c394,1.0398581326178595
r116_c395,2.5512040706550603
r116_c400,2.438312303429905
r116_c409,2.636852821088423
r116_c424,2.911152936250627
r116_c449,1.1401022322633019
